BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,2/3/15 11:37,Fail,,Provide proper signage in men's rest room to wash hands before returning to work,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,2/3/15 11:37,Fail,,Repair damaged area of the ceiling above the popcorn maker / soup kettles as needed,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2/3/15 11:37,Fail,,Clean walls throughout the kitchen area [ especially behind the cooking line ] vents in the hood from all visible food spills  stains and soils,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,29-5-201/02.11,*,Installed and Maintained,2/3/15 11:37,Fail,,Repair leaking areas of the main chemical dish machine in the kitchen - some connectioins have been taped together and are visibly leaking - repair / replace  hose extention,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,2/12/15 10:45,Pass,2/13/15 14:17,Repair damaged area of the ceiling above the popcorn maker / soup kettles as needed,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,24-4-903.11,*,Clean Equipment & Utensils Storage,2/3/15 11:37,Fail,,Clean inside the black container holding clean plates - interior has visible food soils from previous usage,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/3/15 11:37,Fail,,Clean exterior / interior   especially the gaskets of all refrigeration units from visible food spills  stains and soils Clean exterior of popcorn machine from butter and oil deposits being left behind from the popping of the kernals Clean exterior of all ware washing machines from all visible food spills  stains and soils,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_FailExt,42-6-501.113/.114,*,Premises Maintained,2/11/15 11:28,Pass,2/12/15 8:56,Relocate soiled jacket being hung too close to the clean storage of dishes which is commonly used by staff to enter the walk-in freezer -  relocate shovels and brooms and mop buckets also being stored too close to the same area,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_FailExt,36-6-501.11-.12,*,Improper Maintenance of Floors,2/11/15 11:28,Pass,2/12/15 8:56,Clean floors throughout the kitchen   including walk-ins from all visible soils,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_FailExt,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,2/11/15 11:28,Fail,,Repair damaged area of the ceiling above the popcorn maker / soup kettles as needed,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
99 RESTAURANT AND PUB,,,O'Charley's Inc.,Attn: Lic.Compliance,19530,1/9/12 14:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_FailExt,29-5-201/02.11,*,Installed and Maintained,2/11/15 11:28,Pass,2/12/15 8:56,Replace broken spray arm,29   Austin ST,Charlestown,MA,2129,155829,"(42.374884, -71.067065)"
ABIGAIL'S TEA ROOM @CONGRESS BRIDGE,,,Historic Tours of America Inc.,,78077,7/5/12 13:44,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,1/15/15 12:26,Fail,,Provide paper towel dispensers at all hand sinks. Each hand sink is equipped with paper towels.,306   Congress ST,Boston,MA,2210,,
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08-3-302.15,*,Washing fruits and veg's.,1/8/15 11:06,Fail,,Cucumbers observed being removed from the walk-in cooler and being sliced without being rinsed prior. Discontinue and ensure all fresh vegetables are being rinsed properly before being used for service.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,1/16/15 11:55,Pass,1/20/15 8:34,No paper towels at hand sink. Provide.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,29-5-201/02.11,*,Installed and Maintained,1/8/15 11:06,Fail,,Hand sink located directly next to the walk-in cooler not operating properly. Address and make all the necessary repairs. Additional sink is being used to wash hands and there is adequate hot water throughout the store.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,M-2-103.11,***,PIC Performing Duties,1/16/15 11:55,Pass,1/20/15 8:34,At the time of the inspection Log book was missing 3 days of PH entries. Ensure all logs are being maintained on a daily basis. At the time of the inspection there were no updated letters of guarantee for 2015. Provide updated letters at the begining of every yr.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,1/8/15 11:06,Fail,,No paper towels at hand sink. Provide.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
AFC Sushi @ Shaw's No. 586,,,Advanced Fresh Concepts Franchise Corp.,,126794,3/20/14 8:36,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,29-5-201/02.11,*,Installed and Maintained,1/16/15 11:55,Pass,1/20/15 8:34,Hand sink located directly next to the walk-in cooler not operating properly. Address and make all the necessary repairs. Additional sink is being used to wash hands and there is adequate hot water throughout the store.,4   River ST,Mattapan,MA,2108,169117,"(42.271841, -71.069999)"
